question_id,question_title,question,question_link,topic,answer,therapist_info
37,How can I handle my alcoholic son,"I have an alcoholic son who is draining me financially. I want to get him help, but he doesn't want help. It's making me anxious and depressed",https://counselchat.com/questions/how-can-i-handle-my-alcoholic-son,depression,"What a heavy situation to be in. It must be really hard to feel like you aren't able to help your son and the help you do try to give isn't truly helping him or you. There's some things in this situation that are out of your control--what your son does, if he takes help or doesn't, and the feelings that come up for you about that. I can only imagine how draining it would be as a parent to be unable to change something so important. It makes sense you'd be feeling anxious and depressed.Let's switch for a minute to the things you have total control over--what are those things in this situation? Maybe that's how you express your love for your son. Or maybe it's how you choose to support him (even if it feels like it's a betrayal to him). Pay attention as well to the amount of worry you experience--how much of that helps you plan vs how much of that is excess? Knowing what worry isn't necessary can help to put you in control of how you spend some of your time. You can replace this time with some self-care instead, giving back to yourself.Finding support groups or people that have similar situations can be very helpful. I'd say they are almost necessary. Knowing other people get what you are going through and understand the emotional toll can be somewhat healing. They may also know other resources or ideas you can try that are available to people in your situation.Something else to consider is grief work. Letting go of some or all of the situation with your son (if that's what it comes down to) is a giant loss. You probably already went through losing who your son was before the addiction, so it could be worth exploring the impact that had and has on you","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
37,How can I handle my alcoholic son,"I have an alcoholic son who is draining me financially. I want to get him help, but he doesn't want help. It's making me anxious and depressed",https://counselchat.com/questions/how-can-i-handle-my-alcoholic-son,depression,"Establish limits on how much money you'll give to him, tell these limits, and as you pointed out, expect him to not care or respect your limits.Try an Al-Anon meeting. These meetings are for family members in similar situations to yours.People who are addicted are not always willing to know themselves, understand their own emotional pain which contributed to their addiction, and then decide to live differently.Additionally, these steps take a long time and there's no good reason for you to put your life in jeopardy in order for your son to take advantage of you.Being a family member of an addict makes seeing the dynamics between you and him, difficult.If some type of group meeting where you can learn from other people who are living in a similar circumstance isn't possible, see if you can find an equivalent of this online.It helps a lot to know how others handles themselves in similar predicaments","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
38,Is self-diagnosing okay,"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder. I read the DSM-IV, taken college psychology, etc. I know it in my heart I have them. Is self-diagnosing okay with the right research",https://counselchat.com/questions/is-self-diagnosing-okay,depression,"One of the ways a diagnosis is helpful has more to do with health providers having a ""common language"" with which to discuss their patients. Arriving at a diagnosis requires gathering quite a bit of data on an individual which includes observation. I would not recommend self-diagnosing as it could be challenging for an individual to be objective no matter how much research they have done. Further, I do not believe in pathologizing individuals nor would I recommend anyone pathologize themselves",Audrey ONealBi-lingual Psychotherapist and HeartMath Certified Practitioner
38,Is self-diagnosing okay,"I'm currently struggling with diagnosed depression, anxiety, and Misophonia. Also, I am 99% sure I have Borderline Personality Disorder and Avoidant Personality Disorder. I read the DSM-IV, taken college psychology, etc. I know it in my heart I have them. Is self-diagnosing okay with the right research",https://counselchat.com/questions/is-self-diagnosing-okay,depression,"Sounds like you are really concerned about the things you are feeling and the way you are interacting with others. Self-diagnosing is not typically recommended since there could be a misinterpretation of the criteria even if you do seem to ""fit the mold"". How you interpret how you feel or how you behave can be distorted, no matter who you are. I actually did this to myself when I was in graduate school and it turned out to be wrong!With that being said, I believe people are the experts on their lives and know best what is happening for them. What is telling you that you have these diagnoses? What does it mean about you if you do? I don't give a ton of weight to diagnoses in the sense of treatment because a lot of diagnoses share the same underlying themes and origins. Both Borderline Personality Disorder and Avoidant Personality Disorder can be a result of childhood trauma, so treating one may not look that different from treating the other one---and the most important factor will always be the relationship you have with your therapist otherwise treatment won't work.I do give a lot of weight to diagnoses in terms of emotional relief. It can be really stressful to feel like there's something ""wrong"" with you and not be able to give it a category. It can reduce stigma as well to know that what's happening to you is normal for what you've been through, and that others are going through it, too. And it definitely helps to know that there are ways to help and people that know how to help you.Either way, kudos to you for noticing something in your life that you want to change! It seems like relationships are important to you and you maybe worry you are pushing people away that are important to you? Even if you do have these disorders, you can totally learn how to change your life","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
39,How do I tell my parents that I think I have some mental problems,I am pretty sure I have depression and anxiety. I also have voices in my head. I have problems sleeping too. I've already been diagnosed with attention-deficit disorder and obsessive-compulsive disorder. I have self-harmed in the last and used to be suicidal. How do I tell them this and ask for therapy,https://counselchat.com/questions/how-do-i-tell-my-parents-that-i-think-i-have-some-mental-problems,depression,"Talking with parents can be very challenging, even if they are loving and understanding. Have you ever discussed these issues in the past? If so, how did they respond? It'd make sense if you were avoiding a discussion if they have responded negatively to you, or even neutrally. We rely on our parents for action when we are in need and it can feel so disappointing when they don't meet our needs. If this is the case for you, you could still reach out to them if you feel safe to. That might mean being very candid about what you need from them or what you are seeking for yourself. Sounds like you already know you are struggling and you want to get some help which is awesome.Do you worry they won't believe you? Or that they'll be disappointed in you for self-harming? If you are struggling with these worries, it may be worth talking to another trusted adult about how to bring the issues up to your parents. Maybe that adult could be part of the conversation if appropriate or available? Also, do you have any siblings that are old enough to be part of the conversation? Or maybe be a shoulder to lean on? No matter what happens, social support is really important so you don't have to go through it all alone.Is it possible that your parents or even one of your parents will be proud of you for speaking up for yourself and trying to get help? Sometimes depression and anxiety immobilizes us because we fear the worst, when in reality there are many more possibilities. One of the things I have my teen clients work on if they want to communicate something to a caregiver is have them come up with a bullet-point list of the things they need them to know. So maybe your list would include symptoms you've been struggling with, how you want to change, and what you need from them to help you change. If you do this and it doesn't turn out well, remember that it's on them and not you. Sometimes parents are doing the best they can, and sometimes it's not good enough. That never means you aren't worth helping. It could be helpful to make a backup plan for how you will try to reach out to someone if they don't respond well.You also don't specify your age, or if you are even a teen. I'm assuming you are, but if not, you may be able to get help without their consent or help. If you are closer to age 18, you may not have long to wait. I truly hope you find what you need","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
39,How do I tell my parents that I think I have some mental problems,I am pretty sure I have depression and anxiety. I also have voices in my head. I have problems sleeping too. I've already been diagnosed with attention-deficit disorder and obsessive-compulsive disorder. I have self-harmed in the last and used to be suicidal. How do I tell them this and ask for therapy,https://counselchat.com/questions/how-do-i-tell-my-parents-that-i-think-i-have-some-mental-problems,depression,"If you have already been diagnosed with attention-deficit disorder and obsessive-compulsive disorder, can you go back to the people who diagnosed you with those things?It may be that your parents would be open to you talking with someone because it sounds like you have done this in the past. I don't know whether you have a specific reason that you are thinking they may have some hesitation, but if you are comfortable saying that you would really like to talk to someone because you are feeling sad or anxious (or whichever of your concerns you feel comfortable revealing to them), that may be a way to start the process. As for how you tell them about the fact that you have harmed yourself in the past and used to be suicidal, a therapist may be able to work together with you to discuss the best way to tell them about that.I'm not sure if you have told anyone about what you have been experiencing, but if you have some support there, perhaps they would be able to give you feedback about ways to talk with your parents as well.You mentioned that sometimes you hear voices. This can happen for a variety of reasons, but if the voices that you hear are giving you directions and you feel as though you might follow them, that would be a time to ask for immediate help, before you follow through with what they are telling you, perhaps by calling 800-273-8255. They may be able to connect you with local resources and they can definitely talk with you in the moment that you call","Lauren Ostrowski, MA, LPC, NCC, BC-TMH, CCTP, CCHI tailor my therapeutic approach to each client's strengths and goals"
40,How do I help my 20 year old boyfriend who says he hates his life,"I think adult life is making him depressed and we often sleep in on weekends untill 1 or 2 pm. We just eat, smoke weed, watch movies, and he'll go on his phone all day. He doesn't seem motivated to do much and he's often angry. I have no clue how to help him take his mind off the negative, or to distract him into a different light. How do I help him",https://counselchat.com/questions/how-do-i-help-my-20-year-old-boyfriend-who-says-he-hates-his-life,depression,"That's a giant task to have to do all on your own. It's hard to watch someone you care about feel depressed and I'm guessing it brings you down, too. Change is tricky. Most people need to hit a ""rock bottom"" before they can transform their lives. Rock bottom is a moving target though--meaning one person's rock bottom could look completely different than someone else's. For some people that's a trip to the hospital, for others it's failing an exam. It's about what brings up enough discomfort (with awareness of why) with the current way of living that not changing would be more painful.Depression is so hard, but it can also be weirdly comforting. It sucks to feel sad, but at least you know what to expect. He knows that he's going to get high, zone out into his phone, and his anger is probably pretty predictable. On the other hand, change is uncertain. Is he open to seeing a therapist? Or open to trying anything new with you? If not, that's not your fault nor is it your responsibility. You obviously care, but that doesn't mean it's on you if he doesn't follow through. It seems like maybe he feels some comfort in the daily structure that you described, but even getting out for a walk could help his mindset a bit. Overall, it's not a guarantee that you can help him, though it is really incredible that you have so much empathy for him. Make sure you are taking care of yourself because you matter, too","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
40,How do I help my 20 year old boyfriend who says he hates his life,"I think adult life is making him depressed and we often sleep in on weekends untill 1 or 2 pm. We just eat, smoke weed, watch movies, and he'll go on his phone all day. He doesn't seem motivated to do much and he's often angry. I have no clue how to help him take his mind off the negative, or to distract him into a different light. How do I help him",https://counselchat.com/questions/how-do-i-help-my-20-year-old-boyfriend-who-says-he-hates-his-life,depression,How do you help yourself to believe you require more than what he offers to you?What do you get from this relationship which feels satisfying?To answer this question may in the longterm be the best way to help your bf,"Sherry Katz, LCSWCouples and Family Therapist, LCSW"
41,is it normal not to feel empathy,"I can't seem to feel any emotion except anxiety, not even for myself",https://counselchat.com/questions/is-it-normal-not-to-feel-empathy,depression,"Thank you for posting. I'm interested to hear some more information; such as, if you live by yourself or family, if you go to school/employed/unemployed, and what kind of things do you like to do with friends or by yourself. Often times, when we are experiencing a strong emotion that we interpret as negative, we put most of our focus on that negative emotion and struggle to see that we do not always feel that specific emotion. There are typically points in the day (even if it is for only in 1 minute intervals) when we do not feel that negative emotion. When we overgeneralize, we use words like ""always"" or ""never"" and when we use those words and it may not be totally true, we feel the negative emotion based on an inaccuracy which is not fair to you. Ask yourself some of these questions: Am I being realistic when I'm overgeneralizing things? Have I ever noticed a short period of time that I wasn't feeling anxious? What do I notice when I am feeling anxious? What am I thinking about? When was the last time I felt empathy? What was different when I was able to feel empathy? Hopefully this helps get you started",Charles LucasHealthFit Counseling: Solutions for Change
41,is it normal not to feel empathy,"I can't seem to feel any emotion except anxiety, not even for myself",https://counselchat.com/questions/is-it-normal-not-to-feel-empathy,depression,"Its not normal to feel no empathy.Maybe you do have a little more empathy for yourself than you realize, since you seem to express some empathy toward yourself not feeling emotions.Try to understand the circumstance about which you feel anxiety. This may increase your empathy toward yourself.If you feel anxiety about a relationship, then empathize with having lost the relationship.If you feel anxiety about not having enough funds to pay bills, then empathize with yourself for this situation.If you feel anxiety about how someone engages with you, then empathize with feeling unsure of how to respond to this.Basically, see if you can substitute empathy toward yourself for the tension of your anxiety","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
42,How can I take care of my depression from a breakup,"I have been falling into a deep depression where I can no function during the day and night. The only time I am at peace is when I’m asleep. If I am with friends, family, at work, and mainly alone, I cannot think straight. I no longer feel like myself",https://counselchat.com/questions/how-can-i-take-care-of-my-depression-from-a-breakup,depression,"Have you tried to allow yourself some breathing space to emotionally recuperate from the breakup?Sometimes people expect themselves to bounce back faster than is feasible. Then, the suffer from both the sadness and distractibility from the breakup in addition to the suffering which is self-induced by not permitting time to feel upset about the loss of the relationship.Be gentle and kind toward yourself because loving yourself will release some of the tension you feel.Since you write that you cannot function and you wrote a question on an online website, maybe you're not giving yourself enough credit for your capacity to function.Anyone who is not functioning wouldn't be capable to write a question about themselves.While what you write about yourself is in broad terms, my equally broad answer is you may be doing better than you think and the key problem is the discomfort and impatience that the feeling of sadness from the breakup, was more in the past than currently is the case","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
42,How can I take care of my depression from a breakup,"I have been falling into a deep depression where I can no function during the day and night. The only time I am at peace is when I’m asleep. If I am with friends, family, at work, and mainly alone, I cannot think straight. I no longer feel like myself",https://counselchat.com/questions/how-can-i-take-care-of-my-depression-from-a-breakup,depression,"I don't know how long ago your breakup was, but I would suggest that you reach out to friends or family that you trust and perhaps a local mental health clinician.I'm not sure what you mean when you say that you are not able to function during the day and night. If you are having trouble sleeping for more than a few nights, consider talking with your primary care physician. Not sleeping can really make changes in your emotions seem much larger.Can you find anything in your life that is the same as it was before the breakup? This may be a starting point for you. I wonder if you could think of and moment or two each day when you feel emotionally at peace while you are awake. Also consider looking at things that you can control, such as when you choose to wear, eat, and who you talk to about your deepest feelings.You mentioned that you have friends and family. I wonder if any of them are supportive to you.Please reach out and talk to someone about the details. I get the sense that you feel that you are alone in this, and having someone there to help you sort out what you're feeling sounds like it would be a gift to yourself","Lauren Ostrowski, MA, LPC, NCC, BC-TMH, CCTP, CCHI tailor my therapeutic approach to each client's strengths and goals"
43,How do I find out the cause of my depression and anxiety,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of",https://counselchat.com/questions/how-do-i-find-out-the-cause-of-my-depression-and-anxiety,depression,"The first thing I usually recommend to clients that are coming in for these issues in addition to stress management is visiting their doctor. We really don't know if it's something psychological that's influencing your symptoms, or if there's other issues happening within the body. Pancreas or thyroid issues can perpetuate anxiety and depression symptoms pretty intensely--these are things your doctor knows more about and can help test for (and maybe rule out).As you probably already know, lack of sleep is a giant contributor to an increase in symptoms. We don't know too much about sleep in the research, but we do know it's necessary to function and function well. Some suggestions here from the research we do have: creating a calming routine at night can help with your body's relationship to sleep. This can be your normal nightly hygiene paired with some relaxing videos or soundscapes (there are apps for this--Calm, Headspace, PanicShield). Practicing these for a few weeks can help your brain pair your routine with sleeping. Another suggestion directly from the research is not to take naps. Yes, your brain needs sleep, but napping messes with our circadian rhythm and our quality/quantity of nightly sleep. When we sleep, we go through sleep stages--but when we nap, those stages aren't completed like they would be during a full night of sleep where we go through those stages multiple times. Both deep sleep and REM sleep (typically when we dream) seems to be especially important for feeling rested. Napping usually only offers us a small dose of that, whereas a full night can offer as many more completed cycles including both these stages. If you are waking into a panic attack, this site may give you some info on what that means: https://www.mayoclinic.org/diseases-conditions/panic-attacks/expert-answers/panic-attacks/faq-20057984. Here's a great information website that has tons of resources, including support groups: https://washingtoncenterforcognitivetherapy.com/problems-treated/panic-disorder/panic-disorder-organizations/.Glad you reached out here","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
43,How do I find out the cause of my depression and anxiety,"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of",https://counselchat.com/questions/how-do-i-find-out-the-cause-of-my-depression-and-anxiety,depression,"Answers about our inner lives are most successfully reached from a sense of feeling grounded in oneself.First step is to accept your nervousness and restless sleep. As often as possible, sleep during daytimes in order for your body to catch up on its need for rest.Accept too about feeling down. It is normal to feel down once in a while. From this place of self-acceptance, trust any answers which come up to your mind. Often answers about complicated topics come in small pieces, not all at once as a whole unit.Also, your description about panic attacks is also completely normal. They often arise unrelated to particular conditions at a given moment. They are a healthy symptom your body is trying to expel bad feelings and does this by having the anxiety erupt at times.So, self-acceptance, tolerance of being on a process of clearing out worn out emotional clutter, and sleep at odd times if possible, are all ways to stabilize yourself, which will also feel calm and good","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
44,What can I do about my depression and anxiety after trying so many things,"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped",https://counselchat.com/questions/what-can-i-do-about-my-depression-and-anxiety-after-trying-so-many-things,depression,"Is it possible you simply didn't mix well with the particular therapists with whom you've worked? If this is possible, interview a therapist before starting therapy. Then you will be choosing a therapist who feels compatible with your way of seeing yourself and your life.Also, therapy isn't for everyone.Read about the different healing modalities and see if one of these speaks to your interest in feeling better.What matters most is finding among all the legitimate healing methods, what you believe will be effective","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
44,What can I do about my depression and anxiety after trying so many things,"I have terrible anxiety and depression. I've tried various therapists and pills, but nothing's helped",https://counselchat.com/questions/what-can-i-do-about-my-depression-and-anxiety-after-trying-so-many-things,depression,"I'm sorry you've had a difficult time finding what you need. Sounds like you have been trying super hard!It's common for people to go through a few therapists before they find a fit. I agree with the prior post that relationship is the most important factor in counseling, otherwise techniques don't really work. It can be the case that you are connecting with your counselor but not able to implement what you are learning for whatever reason. That's pretty typical in depression when lethargy is high and motivation is low. Have you discussed your medication with your prescribing provider? It seems like you have advocated for yourself in the past and have put some effort into trying new things. That's actually really tough to do, depression or not! When I have clients that seem to make no progress despite many sessions and different medications, I recommend trying a service called GeneSight. Here's the link: https://genesight.com/.This service allows you find medications that fit best with your genetic makeup. I don't have any affiliation to this service, but I've seen some success for people that have followed through since it is very personalized. I believe some insurance companies cover the full cost and it's easy to use.Let me also point out that your motivation is spectacular. You have been through multiple therapists and meds, yet you still reach out on this forum filled with counselors! That shows some dedication to yourself and hope that you can find help to change. That's not easy with depression or anxiety","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
45,How can I help my husband after a suicide attempt,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,"Hello, and thank you for your question. This is a very serious time. I don't mean to frighten you, but you are right to be concerned. The time right after people leave the hospital after receiving psychiatric services is a time of high risk for suicide. It is very important, after hospitalization, to get follow-up care with a professional as soon as possible. If your husband has an established therapist, this is the time to call. It is also a good time to alert your support system of friends, family, clergy or others to let them know he is still struggling. This is good support for him AND you.It is important to think about means and opportunity to make another attempt. Means really do matter. So, if you have a firearm in the home, it is really important to remove it. You can't remove all things that a person may hurt themselves with, but some things are more lethal than others. Firearms are very lethal. I am not sure what means he used last time, but try to reduce the opportunity for him to access it again. This is where your support system can help out. People can take turns hanging out with him until you are sure the crisis is over.If you believe that an attempt is going to occur, talk to your husband about going back to the hospital. If he refuses, you will want to find out what your options are to have him go even if he doesn't want to. I know the thought of that really hurts, but it can save his life. Calling 9-1-1 is always a good option if you are not sure. Usually a suicide crisis, meaning they want to harm themselves right now, lasts a few minutes, hours or days. Sometimes when you get them through the crisis stage, they no longer want to commit suicide. But, as you are indicating, that feeling of wanting to commit suicide can come back again. So, it is always good to have a plan. If you want more information, call the National Suicide Prevention Lifeline. They will always answer: 1-800-273-8255. They can help you create a specific safety plan. I do hope things work out alright. Be well. Robin J. Landwehr, DBH, LPCC, NCC","Robin Landwehr, DBH, LPCC, NCCMental Health in a Primary Care Setting"
45,How can I help my husband after a suicide attempt,"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again",https://counselchat.com/questions/how-can-i-help-my-husband-after-a-suicide-attempt,depression,"This is actually more common then we often realize, and actually understandable, as he has gone through a trauma, an unresolved existential crisis. He was taken care of by others and now is again left alone with his own internal, and rather horrific inner struggle.In my work with CCT, or Contextual Conceptual Therapy, (see www.suicidetherapy.com) I have learned how trapped suicidal people are in their own isolation, also called a ""mysterious isolation,"" a form of self protection which cuts the off from their Self, or spirit. And unless they address this message from their soul, accompany a guide on a journey to discover their own missing information, that is to recognize how their own uncomforted emotional pain has resulted in a coping stategy which has effectively cut themselves off from their own beauty, their Self, and their ability to receive love from themselves and others. Their attempt to kill themselves is a cry from their soul or spirit that they cannot live the life they are living any longer. They take this literally and try to end their life, when in fact what their soul or spirit is saying is they need to begin to live the life they came here to live",Catherine HobsonFeelings are clues to growth and meaning
46,How do I get back on my feet while going through a bad divorce,"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this",https://counselchat.com/questions/how-do-i-get-back-on-my-feet-while-going-through-a-bad-divorce,depression,"Going through a divorce is often a very low point for the people involved.Are you surprised that your soon to be ex doesn't help with your teenage daughter?Usually patterns and dynamics in parenting are not sudden developments.Is it possible that what you're feeling now is more intensity to the stress of parenting by yourself, not that this is a sudden problem?This is relevant because you may be more familiar and more capable than you're giving yourself credit. The lack of emotional support is definitely stressful.Your parenting skills may still be at the level at which they were prior to the divorce.Take your emotional weariness seriously and reflect on the various ways of stress relief which are available and interest you.Give yourself extra time to rest, nurture yourself and be flexible in finding what feels right for stabilizing yourself.Since you talk about your daughter and help in physical ways, if it is a matter of strength that you need, talk with your attorney so that the child custody agreement includes whatever is physically necessary in the way of strength, in taking care of your daughter.The Courts are very good at making effort that the custody agreement offers proper care to the kids","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
46,How do I get back on my feet while going through a bad divorce,"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this",https://counselchat.com/questions/how-do-i-get-back-on-my-feet-while-going-through-a-bad-divorce,depression,"You are in the midst of a really hard time and it sounds like you have no help at all. Search out a local support group through community counseling type centers. If you can't find a group, at least get in to see a therapist who can help you manage stress and upset better. Your sadness, depression and out-of-control feelings don't mean there is something wrong with you - they just mean that your circumstances are too big for your current resources to handle, so get some help. Take care of YOU and you'll be able to get through this","Pamela SuraciBuild on your strengths, grow in your challenge areas and improve your life!"
48,I think my friend might have depression,"She has trouble falling and staying asleep and she's always either extremely hungry or not hungry at all. She also gets angry and feels like crying really easily for no reason. She says she is always ""kind of down."" Is this depression? What can I do to help her",https://counselchat.com/questions/i-think-my-friend-might-have-depression,depression,"Do you feel heavy with despair, struggling each day to keep your head just above the darkness and dread? Does it take every ounce of energy to stay afloat? Or are you feeling overwhelmed by feelings of helplessness and hopelessness? If this sounds familiar, we want you to know that you are not alone and therapy for depression could help.While it may seem difficult to find your way back to hope and happiness, therapists have been helping clients to personally do just that for years. To experience the joy of warm sunshine on their face, to reconnect with estranged loved ones, and to re-engage with a meaningful life.Just like other chronic illnesses, depression is not your fault, it’s nothing you’ve caused. And also like many other illnesses, effective treatments exist to help ease and eliminate the struggles you face.If you’ve said or thought these things a lot recently: “I’m too tired to try.”“I don’t want to leave home.”“I don’t care anymore.”“Why am I always crying?”“I don’t even know who I am any more.” Or even, “I wish I wasn’t here.” Then there are proven steps and therapies that can help you get remarkable relief. Therapy for depression can bring you hope, help and a way forward. Visit denvermhc.com to read more",Ian Palombo#ThoughtMediator & #LifeUntangler
48,I think my friend might have depression,"She has trouble falling and staying asleep and she's always either extremely hungry or not hungry at all. She also gets angry and feels like crying really easily for no reason. She says she is always ""kind of down."" Is this depression? What can I do to help her",https://counselchat.com/questions/i-think-my-friend-might-have-depression,depression,"Sounds like signs of someone who is depressed.Since the person in question is your friend, offer your friendship to listen to any situations or feelings she has about herself and the way her life is going.Depressed people are often lonely people and feel as though no one around them cares or notices them. Your willingness to be available to her may lift her spirits. Feeling loved goes a long way to dissolving depressed feelings.Also, if in the beginning when you offer to talk, there is a high chance she'll be defensive and turn down your offer.Try again on another day and then another day.When people feel depressed they usually shut down. So you may need a few or several tries before your friend accepts your offer to show her you care about how she is doing.Also, watch for signs within yourself that your friends' depression is not sinking your emotions. Depressed people are draining to be around because they often see and talk about only the negatives and drawbacks of situations","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
49,Why am I upset or down every day even when nothing is going on,How can I get to a place where I can be content from day to day,https://counselchat.com/questions/why-am-i-upset-or-down-every-day-even-when-nothing-is-going-on,depression,"Your question is a fascinating one!As humans we have the ability to reflect on situations in our lives.Even if nothing currently goes on in a particular moment, it’s possible you’re reflecting on a serious or upsetting matter.And, our emotions linger within us.Just because a particular moment feels calm, inside your feelings may be the sense of a strong unsettled emotion from the recent past.Good for you to be aware of your own sensitivity to living with awareness of your moods and thoughts","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
49,Why am I upset or down every day even when nothing is going on,How can I get to a place where I can be content from day to day,https://counselchat.com/questions/why-am-i-upset-or-down-every-day-even-when-nothing-is-going-on,depression,"One thing that comes to mind is making a list of some things that happen each day. It could be that there are things that are affecting how upset you are, but because so many other things are going on, you may not notice.Another idea to try is to keep a list for a month of one good thing that happened each day. This way, when you're having a rough day, you have a list to think of and take a look at.Are you eating and sleeping in ways that are typical for you (typically at least two meals per day and roughly 8 hours of sleep that night (may be different depending on your age)? These two ideas are closely related to changes in your mood.From where do you have support? Friends or family?Can you take 5 or 10 minutes per day to do something that you enjoy?If you think back to the last time that you felt ""content,"" what was contributing to that?Another possibility is to try to be mindful of things that you do every day. For example, rather than eating a turkey sandwich as fast as possible on your lunch break, consider actually tasting it and enjoying it. Also consider giving yourself praise for doing something well. For example, when you finish your paperwork, take a moment to notice that and maybe reward yourself by checking your e-mail, reading five pages of a book, or something else that can be done quickly before you get back to your next task","Lauren Ostrowski, MA, LPC, NCC, BC-TMH, CCTP, CCHI tailor my therapeutic approach to each client's strengths and goals"
50,How can I deal with depression stemming from chronic pain,"I have a severe back problem. I've had 3 major and several minor operations, but I'm still in constant pain. How can I deal with the depression from this chronic pain",https://counselchat.com/questions/how-can-i-deal-with-depression-stemming-from-chronic-pain,depression,"Chronic pain at the back likely results from a few areas:L4-L5 kidney zone, most likely (lower back);Bone spurs, fused discs, and slipped discs, caused by connective tissue weakness, and calcium deposits used to neutralize highly acidic areas...The 'depression' will evaporate when the chronic pain is drained out, through natural means;Pharmaceutical means will simply extend the pain and cause it to deepen over time, not solving the problem;Remember, medical doctors suppress, natural doctors cure","Dr. Timothy Paul'man'; Online - ""Natural Health Consultant and Coach"""
50,How can I deal with depression stemming from chronic pain,"I have a severe back problem. I've had 3 major and several minor operations, but I'm still in constant pain. How can I deal with the depression from this chronic pain",https://counselchat.com/questions/how-can-i-deal-with-depression-stemming-from-chronic-pain,depression,"Maybe if you started to address questions of an inner nature of what changed in your life as a result of the back problem.To know your limitations and the areas of your life which they affect, will greatly contribute to stronger self-knowledge within you.Greater awareness and sense of direction very often decreases depression","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
51,Why does it feel as if self-harm is an addiction,"I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm",https://counselchat.com/questions/why-does-it-feel-as-if-self-harm-is-an-addiction,depression,"In a way, self-harm can present somewhat like an addiction. According to new research within the field of neuroscience there is a valid explanation for this. When a person cuts or uses other forms of self harm, the body produces endorphins to help make a person feel better. If a person was dealing with depression or high anxiety, that might be misinterpreted by the brain as a way to help oneself feel better and a new neural network or map might form (addiction) that would utilize this new behavior. Another way to look at it would be thru a behavioral lens, a positive reward for a behavior, even though the behavior has other long term negative consequences. Consider working with someone who can both have you work on and address those items that trigger your behavior and the root causes, in this case sadness or depression, and second find someone who can help give you alternatives that take into account the neurological requirement by replacing the behavior with another behavior (such as snapping a rubber band on the wrist) and working to extinguish the unwanted behavior. Someone who is trained in Dialectic Behavior Therapy and/or Interpersonal Neurobiology would most likely have the skills and means available to address this with you","Todd Schmenk, M.S., M.Ed.AQAL Therapies, Inc.,"
51,Why does it feel as if self-harm is an addiction,"I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm",https://counselchat.com/questions/why-does-it-feel-as-if-self-harm-is-an-addiction,depression,"Self-harm has a way of becoming a go-to method of coping. When we get stuck using self-harm as a way to deal and manage emotions, when something serious happens it totally makes sense that that will be one the first things to go through the mind. It is its own kind of addiction. There is a therapy, DBT or, Dialectical Behavior Therapy, which focusing on giving you new tools to get through hard times, understand and manage your emotions, to stay present and to deal with relationships. This one of the most effective interventions there is for self-harm. If you are interested in DBT, reach a local therapist in your area and ask if they do DBT or can recommend you to a DBT program. This can help immensely. Self-harm recovery is totally possible, but it is definitely hard work",Jennifer GerlachYour Story Matters
